"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl"
"1",30.5433973209109,5.79385554380848,0.870012659452697,6.65950717022123,2.74747301023563e-11,4.17643372285918e-07,"ENSG00000273696"
"2",278.15541262358,2.5799279122356,0.421924376651155,6.11466901417899,9.6757573968252e-10,7.35405940945699e-06,"ENSG00000285565"
"3",50.6591415604703,-1.88125039608206,0.335168285140315,-5.61285324264642,1.99017382261218e-08,0.000100842107591759,"ENSG00000270141"
"4",14.4513427401774,5.07458287897129,0.914914333279662,5.54651150865743,2.91425454073519e-08,0.000110748958184289,"ENSG00000268713"
"5",775.923749105571,1.40606251657138,0.256703916295755,5.47737072679256,4.3169216784535e-08,0.000131243052868343,"ENSG00000136193"
"6",48.9979505225442,2.31460178470263,0.435527382380027,5.31448050878918,1.06962029861975e-07,0.000270988302655314,"ENSG00000275954"
"7",3076.9966051257,1.2588437105352,0.23906941503484,5.26559915810121,1.39732872732573e-07,0.000303439914058264,"ENSG00000225630"
"8",310.808432629229,1.13638829905899,0.218290731922527,5.20584767411153,1.93113012341122e-07,0.000366938862574675,"ENSG00000269378"
"9",1771.0446383647,1.34913240274205,0.260979915485799,5.16948746891393,2.34736873221774e-07,0.000396470578871576,"ENSG00000075785"
"10",107.29826798768,-1.11432294827714,0.222633423714826,-5.00519162704202,5.58064860540328e-07,0.000848314394507353,"ENSG00000005059"
"11",50.0666537141856,-1.99958745169337,0.403778096414244,-4.95219396359222,7.33814060667291e-07,0.000907529007123272,"ENSG00000086548"
"12",26.6430030779299,3.03695165549745,0.614607707778196,4.94128468788004,7.76094900266842e-07,0.000907529007123272,"ENSG00000215472"
"13",127.548537746519,1.59727333536963,0.323922018891484,4.93104278874209,8.17918140284292e-07,0.000907529007123272,"ENSG00000260027"
"14",285.732564322283,1.31618437253782,0.267369898011146,4.92270963309021,8.53540522731383e-07,0.000907529007123272,"ENSG00000091129"
"15",311.189033419509,-1.09288934232384,0.222434573306568,-4.9133069831621,8.95528919600623e-07,0.000907529007123272,"ENSG00000204387"
"16",782.14647308029,1.17543632531376,0.241035020252958,4.87662051796532,1.07918763527098e-06,0.000970884952234533,"ENSG00000285437"
"17",715.23934795341,1.19112149549764,0.244311700991204,4.87541730774708,1.08578673692435e-06,0.000970884952234533,"ENSG00000150776"
"18",45447.253529291,1.21985586222072,0.251656121545817,4.84731249423883,1.25145219811046e-06,0.00100158423659702,"ENSG00000198888"
"19",24.3296387059329,3.79429820707565,0.782774688482999,4.84724182181839,1.25189793404008e-06,0.00100158423659702,"ENSG00000134339"
"20",878.408705314252,-0.955342569127154,0.198132224379098,-4.82174251119919,1.42309569619306e-06,0.00108162388389154,"ENSG00000188042"
"21",13463.7447841973,1.42928403960375,0.299267461899759,4.77594199693681,1.7886794832945e-06,0.00129474842026475,"ENSG00000228253"
"22",503.679522855001,-0.96343729830916,0.20299842472364,-4.74603337252875,2.07444500547412e-06,0.00139985948399271,"ENSG00000054277"
"23",925.608967249356,0.703046775108023,0.148265179664065,4.74181987099714,2.1180690830756e-06,0.00139985948399271,"ENSG00000101413"
"24",558.279579093814,1.73782477155483,0.368200496237551,4.71977846122632,2.36101637783224e-06,0.0014954087483095,"ENSG00000234545"
"25",9.79218546337034,4.44427526700208,0.949765711815859,4.67933850602488,2.87801944364986e-06,0.00174995094251686,"ENSG00000262633"
"26",2557.4753345817,0.903530736308429,0.195215161685454,4.62838402769283,3.68530146751326e-06,0.00196654462361902,"ENSG00000147649"
"27",446.451263919249,1.10015368029248,0.238019791008491,4.62211010114378,3.79856302933351e-06,0.00196654462361902,"ENSG00000010810"
"28",486.810465613916,1.02697467703579,0.222268770832172,4.62041821345756,3.82967290477503e-06,0.00196654462361902,"ENSG00000099940"
"29",2137.03202533786,1.35685822433446,0.293774478509918,4.61870694560233,3.86138750043124e-06,0.00196654462361902,"ENSG00000116030"
"30",259.959681033281,1.00012778234379,0.216587997728897,4.6176509909642,3.88108273854159e-06,0.00196654462361902,"ENSG00000081052"
"31",1090.56539203159,0.843731946812085,0.183470622348702,4.59873049979904,4.25073235130679e-06,0.00208436717652305,"ENSG00000084463"
"32",51.7859913011957,-1.54039867663442,0.335656433192005,-4.5892124336353,4.44921463968022e-06,0.00211351599180559,"ENSG00000256338"
"33",1916.50863113514,-0.938198471081603,0.205457391903512,-4.56638947077751,4.96196478122238e-06,0.00228566141331398,"ENSG00000013588"
"34",432.205434096784,1.4273218245431,0.313973346745736,4.54599678392121,5.46758710278475e-06,0.00242799972454152,"ENSG00000126653"
"35",28.8156929550252,2.16474116451899,0.476677079293413,4.54131582690702,5.59042104854636e-06,0.00242799972454152,"ENSG00000247627"
"36",478.689193602732,1.27752149028045,0.281705180793519,4.53495916078603,5.76146324413427e-06,0.00243277785483569,"ENSG00000144802"
"37",1872.86032078243,-1.01491051723787,0.225586677929945,-4.49898250442363,6.82794759500587e-06,0.00280517922680228,"ENSG00000204388"
"38",180.960381671016,2.02708842157149,0.451982723306491,4.48488032184565,7.29548706690428e-06,0.00291838681326347,"ENSG00000103534"
"39",91.1331846495641,-1.08013008290028,0.243315345931469,-4.43921890238893,9.02859508341648e-06,0.00345888890509447,"ENSG00000097096"
"40",31.7598480463438,3.01133394534891,0.678613245958143,4.43748182530267,9.10174042522063e-06,0.00345888890509447,"ENSG00000254959"
"41",298.746254935531,1.05942747729406,0.240191056352662,4.41076988203319,1.03003737570053e-05,0.00374522497507301,"ENSG00000109519"
